route_id,stop_id_list
3965,"['23485', '38417', '35807', '28088', '39284', '39283', '39281', '39277', '39275', '39272', '39271', '39270', '38169', '39268', '20823', '22593', '20884', '20903', '20618', '20614', '20914', '21229', '21112', '20977', '20762', '23194', '20894', '20639', '20888', '20597', '20748', '21176', '35768', '20674', '20950', '21181', '20840', '20934', '20732', '38203']"
3966,"['20823', '20919', '22593', '20998', '20884', '20815', '21522', '20903', '20618', '20838', '21263', '20614', '20914', '21229', '21112', '20615', '20977', '20774', '20762', '20912', '23194', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '20704', '20686', '20571', '20688', '21021', '20768', '21106', '21005', '20582', '21148', '20624', '20897', '20899', '20756', '35772']"
3969,"['20921', '20981', '20939', '21195', '20728', '22676', '23675', '22224', '22433', '21458', '21593', '21447', '23691', '35099', '35199', '23694', '22745', '23575', '35126']"
3970,"['35773', '20755', '20898', '20896', '20623', '21149', '20583', '21006', '21107', '20769', '21022', '20689', '20572', '20687', '20707', '21177', '20568', '20749', '20598', '20851', '20889', '21092', '20638', '20771', '20754', '21059', '20895', '21032', '22670', '22668', '21038', '20960', '20956', '20640', '20596', '20722', '20958', '20802', '21153', '38798', '20849', '20949', '23656', '21161', '20670', '21079', '20866', '20801', '20680', '20836', '20901', '20902']"
3971,"['22199', '21231', '20725', '35383', '20922', '20603', '20702', '20988', '20590', '20561', '20570', '20574', '21213', '36187', '22564', '21691', '21900', '22307', '22277', '21968', '20636', '22519', '31947', '22034', '21947', '22164', '22093', '22468', '33956', '28127', '29896', '33339']"
3972,"['20902', '20900', '20837', '20681', '20800', '20865', '21078', '20669', '36251', '21160', '21277', '20948', '20848', '38799', '21152', '20803', '20957', '20721', '20595', '20641', '20955', '20959', '21037', '35409', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '20704', '20686', '20571', '20688', '21021', '20768', '21106', '21005', '20582', '21148', '20624', '20897', '20899', '20756', '35772']"
3973,"['33339', '31972', '34459', '33957', '22467', '22092', '22163', '25311', '35215', '35683', '39538', '20637', '21968', '22276', '22306', '21899', '21690', '22647', '21214', '20573', '20564', '20562', '20589', '20989', '20971', '26782', '29506', '20981', '20939', '21195', '20727', '21232', '22199']"
3974,"['35126', '35959', '35202', '35203', '35204', '23653', '35147', '35205', '23702', '21544', '21446', '21563', '21592', '23759', '22434', '22225', '22291', '22565', '20725', '35383', '20922']"
3978,"['22199', '21231', '20725', '35383', '20922', '20603', '35303', '20702', '20988', '20590', '20561', '20570', '20574', '21213', '36187', '22564', '21691', '21900', '22307', '22277', '21968', '20636', '22519', '31947', '22034', '21947', '33645', '29402', '34612', '34611', '31842', '22305']"
3979,"['23716', '20569', '21176', '20704', '20686', '20571', '20688', '21021', '20768', '21106', '21005', '20582', '21148', '20624', '20897', '20899', '20756', '35772', '20917', '20876', '20843', '20845', '21089', '21250', '20887', '21052', '20690', '35389', '20648', '20878', '35391', '20764', '21039', '20925', '21094', '35721', '35386', '20627', '35390', '20604', '30476', '35388', '35432', '21086', '21207', '20908', '20910', '20828', '20733', '21168', '38784', '20992', '21163', '31419', '21286']"
3980,"['36469', '35689', '26479', '26481', '35591', '28428', '25311', '35215', '35683', '20637', '21968', '22276', '22306', '21899', '21690', '22647', '21214', '20573', '20564', '20562', '20589', '20989', '20971', '26782', '29506', '20981', '20939', '21195', '20727', '21232', '22199']"
3981,"['22199', '21231', '20725', '35383', '35931', '23426', '20988', '20590', '20561', '20570', '20574', '21213', '36187', '22564', '21691', '21900', '22307', '22277', '21968', '20636', '22519', '31947', '22034', '21947', '22164', '22093', '22468', '33956', '28127', '29896', '33339', '33685', '28948', '32355', '32498', '32265', '33639', '34553', '34554', '39138', '33988', '33076', '26123', '20832', '20833']"
3982,"['21286', '26353', '21162', '20992', '21169', '20734', '20829', '20911', '20909', '21208', '21087', '20954', '27956', '30477', '20605', '21142', '20628', '21063', '21095', '20926', '21040', '20765', '21146', '20879', '20649', '21140', '20691', '21053', '23371', '21249', '21088', '20844', '20842', '20875', '20916', '35773', '20755', '20898', '20896', '20623', '20621', '21149', '21448', '21444', '21542', '21544', '23691', '23427', '21107', '20769', '21022', '20689', '20572', '20687', '20707', '21177', '23925']"
3983,"['32427', '26020', '24000', '23920', '22892', '23921', '23333', '23383', '35369', '20881', '21034', '20642', '21065', '20966', '20563', '21281', '21167', '20928', '22667', '20725', '35383', '20922']"
3984,"['20921', '20981', '20939', '21195', '20728', '21196', '20927', '21166', '21280', '20560', '20965', '21064', '20643', '21033', '20880', '21191', '21275', '20952', '23893', '23894', '23895', '29381', '32427']"
3987,"['32427', '20749', '20598', '20851', '23896', '23897', '23898', '23390', '35104', '23900', '23901', '34475', '35072', '35124', '35131', '39632', '35149', '23906', '22546', '21813', '22629', '21866', '22497', '22391', '23907']"
3988,"['22462', '22392', '22500', '21867', '22630', '21814', '22547', '23909', '35237', '39633', '35243', '35238', '35239', '28169', '23058', '23914', '35240', '23392', '23916', '23917', '23918', '35771', '20597', '20748']"
3990,"['21933', '22594', '22063', '39202', '22017', '21775', '21786', '22023', '21817', '22007', '22560', '22354', '21986', '21992', '22625', '21670']"
3992,"['30720', '30728', '30688', '32630', '33476', '25328', '33674', '34342', '25132', '39450', '34586', '22232', '22537', '22233', '21644', '22107', '21838', '22263', '22622', '21877', '20594', '21212', '20869', '21083', '21190', '38803', '20724', '20789', '21017', '21132', '20792', '24016', '21214', '20573', '20564', '20562', '20589', '20989', '20971', '26782', '29506', '20981', '20939', '21195', '20727', '21232', '22199']"
3993,"['21172', '20857', '22253', '22254', '22226', '22006', '22005', '22222', '21921', '33037', '22390', '21855', '22548', '26978', '21945', '21743', '23544', '23541', '23542', '33867', '28703', '24154', '21720']"
3994,"['28703', '28872', '22246', '21793', '21967', '24153', '26323', '27670', '22180', '22549', '24707', '22388', '26134', '21922', '22223', '20806', '20807', '20969', '22255', '22252', '21173']"
3995,"['20925', '22112', '21665', '21753', '22372', '22121', '22076', '21824', '21820', '28771', '22375', '22572', '22395', '21661', '22569', '22393', '22398', '22159', '22623', '22588', '27698', '22586', '35345', '39690', '22188', '22507', '22015', '21964', '23488', '35344', '23465', '35804', '35342', '23588', '35130', '22752', '35134', '35341', '23493', '35340', '35339', '24141', '35282', '24143', '24144', '24145', '24289', '24348', '35338', '23497', '35337', '21283', '20663', '21180', '20773']"
3996,"['23991', '23992', '20662', '21282', '24722', '29372', '27019', '24288', '24347', '24157', '23996', '23771', '35172', '24338', '29763', '25910', '23954', '24701', '35245', '22760', '35230', '23863', '29970', '35063', '23461', '28166', '31616', '21965', '22016', '22506', '22189', '33557', '27823', '22587', '35346', '22589', '22624', '22160', '34276', '22394', '22570', '22571', '21659', '34271', '22573', '22376', '28772', '21823', '21825', '22077', '22122', '22373', '21754', '22466', '22113', '20925']"
3997,"['21172', '20857', '22253', '22256', '35306', '21093', '20805', '20741', '20672', '22527', '21060', '20634', '20656', '21229', '20863', '22207', '22203', '22536', '21756', '22496', '33899', '21851', '23219', '24455', '21715', '21791', '22456', '22155', '22054', '22056', '22050', '37604', '22048', '22046']"
3998,"['22046', '22049', '25997', '36152', '22051', '22057', '22055', '22157', '22455', '21790', '21714', '21830', '21680', '21850', '28932', '22495', '21755', '22535', '22202', '22206', '22204', '20864', '21228']"
3999,"['20921', '20981', '20939', '21195', '20728', '22676', '23675', '22224', '22433', '21458', '21593', '21447', '23691', '35099', '35199', '23694', '22745', '23575', '36198', '27513']"
4000,"['27513', '35126', '35959', '35202', '35203', '35204', '23653', '35147', '35205', '23702', '21544', '21446', '21563', '21592', '23759', '22434', '38814', '22225', '22291', '22565', '20725', '35383', '20922']"
4002,"['20687', '20707', '21177', '20749', '20598', '20889', '20638', '20895', '22670', '20761', '20978', '21113', '21228', '20915', '22651', '20617', '20904', '20885', '21252', '25819', '33931', '39269', '35151', '39273', '39274', '39276', '39280', '39282', '39285', '34443', '35744', '35806', '37968', '37969', '35805']"
4003,"['23485', '38417', '35807', '35745', '28088', '39284', '39283', '39281', '39277', '39275', '39272', '39271', '39270', '39268', '20823', '22593', '20884', '20903', '20618', '20614', '20914', '21229', '21112', '20977', '20774', '20762', '23194', '21031', '20894', '21058', '20753', '20770', '20639', '20888', '20597', '20748', '21176', '20704', '20686']"
4004,"['21172', '20857', '30209', '22253', '22254', '22756', '22287', '21864', '21914', '21917', '22178', '22336', '22316', '22193', '22003', '39489', '22021', '22001', '22627', '22260', '22668', '21038']"
4005,"['21037', '22662', '22261', '22628', '22002', '22022', '39490', '22004', '22194', '22485', '22337', '22179', '21915', '21913', '21865', '22288', '22693', '21932', '22255', '22252', '21785', '21173']"
4011,"['20921', '20981', '20939', '21195', '20726', '21193', '21125', '21194', '22279', '22058', '22287', '21864', '21914', '21917', '22178', '22336', '22316', '22193', '22003', '39489', '22021', '22001', '22627', '22260', '22668', '21038', '23320', '23321']"
4012,"['23321', '23322', '21037', '22662', '22261', '22628', '22002', '22022', '39490', '22004', '22194', '22485', '22337', '22179', '21915', '21913', '21865', '22288', '31011', '20970', '21126', '22667', '20725', '35383', '20922']"
4013,"['22199', '21231', '20726', '21193', '21125', '21194', '22279', '22058', '22287', '21864', '21914', '21917', '22178', '22336', '22316', '22193', '22003', '39489', '22021', '22001', '22627', '22260', '22668', '21038', '21031', '36276', '23705']"
4014,"['23708', '35206', '21032', '22662', '22261', '22628', '22002', '22022', '39490', '22004', '22194', '22485', '22337', '22179', '21915', '21913', '21865', '22288', '31011', '20970', '21126', '20727', '21232', '22199']"
4015,"['20921', '20981', '20939', '21195', '20728', '22676', '23675', '22224', '22433', '27289', '24044', '21447', '21545', '21543', '21445', '22921', '35080', '23450', '33177', '30463']"
4016,"['21711', '22459', '35926', '22101', '22638', '22284', '22190', '38358', '39689', '21909', '38362', '21982', '22408', '38360', '21723', '28759', '25332', '24613', '25351']"
4017,"['33180', '35347', '24042', '35074', '22920', '21444', '21542', '21544', '21446', '21563', '24269', '22434', '38814', '22225', '22291', '22565', '20725', '35383', '20922']"
4037,"['20623', '21149', '20583', '21006', '21107', '20769', '21022', '20689', '20572', '20687', '20707', '21177', '20568', '20749', '20598', '20851', '23896', '23897', '23898', '23390', '35104', '23900', '23901', '34475', '35072', '35124', '35131', '39632', '35149', '23906', '22546', '21813', '22629', '21866', '22497', '22391', '23907', '23419', '23418', '23397', '23398', '23399', '23414', '39630', '23413', '23412', '23272', '23273', '23411', '32292']"
4038,"['23909', '35237', '39633', '35243', '35238', '35239', '28169', '23058', '23914', '35240', '23392', '23916', '23917', '23918', '20850', '20597', '20748', '20569', '21176', '20704']"
4039,"['20921', '20981', '20939', '21195', '20726', '21193', '21125', '21194', '22278', '21235', '21093', '20805', '20741', '20672', '22527', '21060', '20634', '20656', '21229', '20863', '22205', '22207', '22203', '22536', '21756', '22496', '33899', '21851', '23219', '24455', '21715', '21791', '22456', '22155', '22054', '38560', '22050', '37604', '22048', '22046']"
4040,"['22046', '22049', '25997', '36152', '38561', '22055', '22157', '22455', '21790', '21714', '21830', '21680', '21850', '28932', '22495', '21755', '22535', '22202', '22206', '22204', '20864', '21228', '20657', '20635', '21061', '20862', '20671', '20742', '20806', '20969', '20846', '20970', '21126', '22667', '20725', '35383', '20922']"
4041,"['20944', '20987', '35139', '23666', '23825', '23661', '20965', '21064', '35108', '22744', '35767', '22745', '23575', '35076', '23577', '23578', '35309', '35310', '35311', '31595', '35313']"
4046,"['24946', '31595', '27286', '27284', '26015', '23870', '23871', '35233', '23873', '23874', '22768', '35057', '21065', '20966', '22929', '23922', '20967', '21232', '20945']"
4049,"['32654', '32327', '25332', '33811', '21724', '38361', '22409', '21983', '38363', '21910', '39688', '38359', '22191', '22285', '22639', '22102', '38795', '22460', '20623']"
4050,"['20944', '20987', '35139', '23666', '23825', '23661', '20965', '21064', '35108', '22744', '35767', '22745', '23575', '35076', '23577', '23578', '35120', '23145', '35109', '22749', '23584', '35161', '23586', '23587', '23588', '35130', '22752', '35093', '35062', '23060', '23779', '23780', '23781', '35145', '24076', '24077', '22779', '24079', '24080', '24081', '35085', '35299', '24084', '24085', '22786', '35118', '35119', '24089', '25751', '30387', '24090', '24218', '24092', '25919', '24093', '24094', '35136', '23095', '23971', '23094']"
4051,"['20921', '20981', '20939', '21195', '20726', '21193', '21125', '21194', '22279', '22058', '22287', '21864', '21914', '21917', '22178', '22336', '22316', '22193', '22003', '39489', '22021', '22001', '22627', '22260', '22668', '21038', '22215', '22557', '22487', '22412', '22577', '21942', '21784', '22621', '22442', '22315', '38049', '20836', '20901', '20902']"
4053,"['23094', '23973', '23974', '35294', '24215', '24216', '25919', '24217', '24091', '24219', '35295', '25750', '24221', '35296', '35297', '22785', '24225', '24226', '35299', '35300', '24229', '24230', '24231', '22780', '24233', '24234', '35140', '24131', '24132', '24133', '24134', '35281', '35133', '22760', '35230', '23863', '23864', '23865', '35231', '23867', '22763', '35232', '23147', '35156', '23870', '23871', '35233', '23873', '23874', '22768', '35057', '21065', '20966', '22929', '23922', '20967', '21232', '20945']"
4057,"['20944', '20987', '29736', '28115', '22224', '22433', '27289', '24044', '21447', '23691', '35099', '35199', '23694', '22745', '23575', '35076', '23577', '23578', '35120', '23145', '35109', '22749', '23584', '35161', '23586', '23587', '23588', '35130', '22752', '35093', '23738', '35110', '23740', '35115', '23742', '23743', '24150', '24151']"
4059,"['21479', '20974', '22235', '35359', '22617', '21731', '21800', '22503', '22510', '22290', '24821', '21916', '35940', '22073', '22361', '26131', '22000', '22389', '35957', '22527']"
4060,"['20862', '21772', '22387', '21999', '33036', '22360', '22072', '21896', '21918', '21881', '22289', '22509', '22502', '21799', '22616', '20952', '20947', '20973', '35943']"
4062,"['21172', '22068', '21869', '22585', '21805', '21704', '21859', '36720', '21862', '22297', '21929', '22082', '22089', '22272', '22070', '29659', '22269', '22661', '22673', '22358', '21695', '22420', '22418', '22632', '22414', '22416', '22084', '20863', '20946']"
4063,"['20946', '20864', '21886', '35933', '22086', '22085', '22417', '22415', '22633', '22419', '22421', '21692', '22359', '36255', '36246', '22270', '36254', '22071', '22273', '22090', '22083', '22298', '21863', '21857', '21706', '21868', '20855', '21173']"
4064,"['35205', '23702', '21544', '21446', '21563', '22505', '22294', '22445', '21718', '20986', '20945']"
4066,"['21229', '21112', '21696', '22237', '22492', '21953', '21781', '22035', '22410', '37982', '20670', '21079', '20866', '20801', '20680', '22037', '22320', '21821']"
4067,"['21822', '22321', '20837', '20681', '20800', '20865', '21078', '21768', '37983', '22411', '35198', '38419', '33145', '21782', '21954', '22493', '22238', '21697', '21113', '21228']"
4068,"['20946', '20864', '21228', '21229', '21112', '21696', '22237', '22492', '21953', '21781', '22035', '22410', '37982', '20670', '21079', '20866', '20801', '20680', '22037', '22320', '21821']"
4069,"['21822', '22321', '20837', '20681', '20800', '20865', '21078', '21768', '37983', '22411', '35198', '38419', '33145', '21782', '21954', '22493', '22238', '21697', '21113', '21228', '20863', '20946']"
4070,"['20944', '20987', '35139', '23666', '23825', '23661', '20965', '21064', '35108', '22744', '35767', '22745', '23575', '35076', '23577', '23578', '35120', '23145', '35109', '22749', '23584', '35161', '23586', '23587', '23588', '35130', '22752', '35093', '35062', '23060', '23779', '23780', '23781', '35145', '24076', '24077', '22779', '24079', '24080', '24081', '35085', '35299', '24084', '24085', '35167']"
4071,"['22785', '24225', '24226', '35299', '35300', '24229', '24230', '24231', '22780', '24233', '24234', '35140', '24131', '24132', '24133', '24134', '35281', '35133', '22760', '35230', '23863', '23864', '23865', '35231', '23867', '22763', '35232', '23147', '35156', '23870', '23871', '35233', '23873', '23874', '22768', '35057', '21065', '20966', '22929', '23922', '20967', '21232', '20945']"
4072,"['20944', '20987', '35139', '23666', '23825', '23661', '20965', '21064', '35108', '22744', '35767', '22745', '23575', '35076', '23577', '23578', '35120', '23145', '35109', '22749', '23584', '35161', '23586', '23587', '23588', '35130', '22752', '35093', '35062', '33687']"
4073,"['20944', '22242', '22239', '22346', '21721', '21996', '22504', '22341', '22634', '21878', '22061', '21711', '22459', '35926', '22101', '22638', '22284', '22190', '22188', '22507', '22015', '31248']"
4074,"['33687', '24133', '24134', '35281', '35133', '22760', '35230', '23863', '23864', '23865', '35231', '23867', '22763', '35232', '23147', '35156', '23870', '23871', '35233', '23873', '23874', '22768', '35057', '21065', '20966', '22929', '23922', '20967', '21232', '20945']"
4075,"['31248', '22016', '22506', '22189', '22191', '22285', '22639', '22102', '38795', '22460', '20623', '22062', '21879', '22635', '22342', '22505', '22294', '22445', '21718', '20986', '20945']"
4076,"['20707', '21177', '20568', '20749', '20598', '20851', '20889', '21092', '20638', '20771', '20754', '21059', '20895', '21032', '22670', '22668', '21038', '20960', '20956', '20640', '20596', '20722', '20958', '20802', '21153', '38798', '20849', '20949', '23656', '21161', '20670', '21079', '20866', '20801', '20680', '20836', '20901', '20902']"
4077,"['20902', '20900', '20837', '20681', '20800', '20865', '21078', '20669', '21160', '21277', '20948', '20848', '38799', '21152', '20803', '20957', '20721', '20595', '20641', '20955', '20959', '21037', '35409', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '32213']"
4078,"['20944', '20987', '35139', '23666', '23825', '23661', '20965', '21064', '35108', '22744', '35767', '22745', '23575', '35076', '23577', '23578', '35120', '23145', '35109', '22749', '23584', '35161', '23586', '23587', '23359', '23360', '33410', '31384', '33692', '21294']"
4079,"['21294', '33693', '30930', '33409', '23368', '23863', '23864', '23865', '35231', '23867', '22763', '35232', '23147', '35156', '23870', '23871', '35233', '23873', '23874', '22768', '35057', '21065', '20966', '22929', '23922', '20967', '21232', '20945']"
4080,"['20921', '20981', '20939', '21195', '20728', '22676', '23675', '22224', '22433', '21458', '21593', '21447', '23691', '35099', '35199', '23694', '20769', '21022', '20689', '20572', '35932']"
4082,"['35932', '20571', '20688', '21021', '35204', '23653', '35147', '35205', '23702', '21544', '21446', '21563', '21592', '23759', '22434', '38814', '22225', '22291', '22565', '20725', '35383', '20922']"
4085,"['20717', '21109', '20873', '21157', '21155', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081']"
4087,"['20936', '35413', '35917', '33695', '33443', '28439', '27499', '29289', '34344', '35254', '24014', '24015', '21517', '21452', '21540', '21461', '21575', '21570', '21463', '20961', '20757', '20660', '20823', '20919', '22593', '20998', '20884', '20815', '20903', '20588', '20618', '20838', '21263', '20614', '20914', '21229', '21112', '20615', '20977', '20774', '20762', '20912', '23194', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '35943']"
4088,"['21080', '20566', '20684', '21068', '21136', '21236', '21209', '20867']"
4089,"['20921', '20729', '21123', '21272', '23479', '35403', '21043', '21057', '21042', '20664', '23370', '21052', '20690', '35389', '20648', '20878', '35391', '20764', '21039', '20925', '21094', '35721', '35386', '20627', '35390', '20604', '30476', '35388', '31391', '33109', '30706']"
4090,"['21080', '20566', '20684', '21068', '21136', '21236', '21209', '20867', '21211', '20593', '21278', '20620', '20678', '21154', '21156', '20872', '21108', '20718', '39482', '32575', '21187', '21220', '21221', '33416', '21223', '20847', '21222', '20832', '20833']"
4091,"['21109', '20873', '21157', '21155', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081', '21023', '20825', '20826', '21054', '21262', '20874', '21205', '20936', '21203', '20905', '20929', '20599', '21269', '21623', '21010', '21267', '35427', '20738', '21042']"
4092,"['36197', '35727']"
4093,"['35727', '36197']"
4094,"['30706', '26286', '28597', '27956', '20605', '21142', '20628', '21063', '36407', '21095', '20926', '21040', '20765', '21146', '20879', '20649', '21140', '20691', '21053', '21580', '20661', '20739', '20626', '21056', '21044', '35393', '20673', '20922']"
4095,"['20707', '21177', '20568', '20749', '20598', '20851', '20889', '21092', '20638', '20771', '20754', '21059', '20895', '21032', '33843', '22670', '20913', '20761', '20775', '20978', '20616', '21113', '21228', '20915', '22651', '21264', '20839', '20617', '20904', '21528', '20816', '20885', '20999', '21252', '21527', '20659', '20758', '20962', '21464', '21576', '21539', '21541', '21453', '20790', '33154', '24002', '24003', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887', '21204', '20937']"
4096,"['24851', '20946']"
4097,"['20946', '24851']"
4101,"['21080', '20566', '20684', '21068', '21136', '21236', '21209', '20867', '21211', '20593', '21278', '20620', '20678', '21154', '21156', '20872', '21108', '20718']"
4104,"['20944', '21123', '21272', '23479', '35403', '21043', '21057', '21042', '20739', '20613', '39679', '35395', '21011', '21266', '21013', '20600', '20930', '20906', '21204', '20937', '39572', '21206', '26277', '32914', '33862', '33739', '38616', '38617', '21055', '20827', '20824', '34679']"
4105,"['26635', '20825', '20826', '21054', '21262', '20874', '21205', '20936', '21203', '20905', '20929', '20599', '21269', '21623', '21010', '21267', '35427', '20738', '20626', '21056', '21044', '35393', '35396', '21124', '20945']"
4107,"['21609', '30241', '32642', '33128', '31561', '39628', '28983', '32362', '33773', '32659', '33469', '34649', '25875', '32669', '33010', '33662', '32996', '32195', '32990', '34821', '33671', '34584', '28675', '35813', '26567', '27411']"
4108,"['21711', '22459', '22101', '22638', '22284', '22190', '38358', '39689', '21909', '38362', '21982', '22408', '38360', '21723', '22538', '22574', '35891', '23600', '22363', '21844', '21640', '22216', '22474', '22220', '22437', '35673', '23601', '29575', '23602', '22566', '22446', '23635', '38671', '30607', '32487', '31519', '35003', '31883']"
4110,"['31883', '31443', '34939', '24990', '33245', '38670', '23603', '22447', '22567', '23636', '35674', '23637', '29576', '22438', '22221', '22473', '22217', '21641', '21845', '22364', '23638', '36170', '22575', '22539', '21724', '38361', '22409', '21983', '38363', '21910', '39688', '38359', '22191', '22285', '22639', '22102', '22460', '20623', '22062', '21879', '22635', '22342', '22505', '22294', '22445', '21718', '20986', '20945']"
4114,"['20944', '20987', '29736', '28115', '23794', '23483', '24044', '21447', '23691', '35099', '35199', '23694', '22745', '23575', '35076', '23577', '23578', '35309', '27284', '35312', '24946']"
4115,"['20936', '35413', '33695', '33443', '28439', '27499', '29289', '34344', '35254', '24014', '24015', '21517', '21452', '21540', '21461', '21575', '21570', '20637', '20961', '20757', '20660', '20823', '20919', '22593', '20998', '20884', '20815', '20903', '20588', '20618', '20838', '21263', '20614', '20914', '21229', '21113']"
4116,"['21113', '21228', '20915', '22651', '21264', '20839', '20617', '20904', '21528', '20816', '20885', '20999', '21252', '20920', '21527', '20659', '20758', '20962', '21464', '21576', '21539', '21541', '21453', '20790', '33154', '24002', '24003', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887', '21204', '20937']"
4118,"['20921', '35387', '21025', '20577', '20584', '20558', '38801', '21101', '28613', '20600', '20930', '20906', '21204', '20937', '39572', '21206', '26277', '33862', '33739', '38616', '38617', '21055', '20827', '20824', '21024', '21080', '20566', '20684', '21068', '21136', '21236', '21209', '20867', '21211', '20593', '21278', '20620', '20678', '21154', '21156', '20872', '21108', '20718', '39482', '32575', '21187', '21220', '21221', '33416', '21223', '20847', '21222', '20832', '20833', '21626']"
4119,"['21507', '39483', '20717', '21109', '20873', '21157', '21155', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081', '21023', '20825', '20826', '21262', '20874', '21205', '20936', '21203']"
4120,"['20944', '21123', '21272', '23479', '35403', '21043', '21057', '21042', '20739', '20613', '39679', '35395', '21011', '21266', '21013', '20600', '20930', '20906', '21204', '20937', '39572', '21206', '26277', '32914', '33862', '33739', '38616', '38617', '21055', '20827', '20824', '21024', '21080', '20566', '20684', '21068', '21136', '21236', '21209', '20867', '21211', '20593', '21278', '20620', '28968', '20677', '21178', '28294']"
4121,"['28294', '21179', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081', '21023', '20825', '20826', '21054', '21262', '20874', '21205', '20936', '21203', '20905', '20929', '20599', '21269', '21623', '21010', '21267', '35427', '20738', '20626', '21056', '21044', '35393', '35396', '21124', '20945']"
4123,"['21042', '20739', '20613', '39679', '35395', '21011', '21266', '21013', '20600', '20930', '20906', '21204', '20937', '39572', '21206', '26277', '32914', '33862', '33739', '38616', '38617', '21055', '20827', '20824', '21024', '21080', '20566', '20684', '21068', '21136', '21236', '21209', '20867', '21211', '20593', '21278', '20620', '20678', '21154', '21156', '20872', '21108', '20718']"
4125,"['20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081']"
4126,"['21711', '22459', '35926', '22101', '22638', '22284', '22190', '38358', '39689', '21909', '38362', '21982', '22408', '38360', '21723', '37739', '22538', '22574', '35891', '23600', '22363', '21844', '21640', '22216', '22474', '22220', '22437', '35673', '23601', '29575', '23602', '22446', '23635', '30607', '32487', '31519', '35003', '31883', '32187']"
4127,"['32187', '31883', '31443', '34939', '24990', '33245', '23603', '36201', '22447', '22567', '23636', '35674', '23637', '29576', '22438', '22221', '22473', '22217', '21641', '21845', '22364', '23638', '36170', '22575', '22539', '35890', '21724', '38361', '22409', '21983', '38363', '21910', '39688', '38359', '22191', '22285', '22639', '22102', '22460', '20623', '22062', '21879', '22635', '22342', '22505', '22294', '22445', '21718', '20986', '20945']"
4128,"['37596', '22670', '20913', '20761', '20775', '20978', '20616', '21113', '21228', '20915', '22651', '21264', '20839', '20617', '21450', '20904', '21528', '20816', '20885', '20999', '21252', '20920', '21527', '20659', '20758', '20962', '21464', '21576', '21539', '21541', '21453', '20790', '33154', '24002', '24003', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887', '21204', '20937', '22614', '35404', '21642', '22374', '35406', '21643', '22169', '22244', '21748', '22406', '22264', '22161', '22322', '22664', '20924', '22168', '21111', '20883', '20781', '21095', '20926']"
4129,"['20944', '22242', '22239', '22346', '21721', '21996', '22504', '22341', '22634', '21878', '22061', '21711', '22459', '22101', '22638', '22284', '22190', '38358', '39689', '21909', '38362', '21982', '22408', '38360', '21723', '37739', '22538', '22574', '35891', '23600', '22363', '21844', '21640', '22216', '22474', '22220', '22437', '35673', '23601', '29575', '23602', '22566', '22446', '23635', '30607', '32487', '31519', '35635']"
4130,"['35635', '34939', '24990', '33245', '23603', '36201', '22447', '23636', '35674', '23637', '29576', '22438', '22221', '22473', '22217', '21641', '21845', '22364', '23638', '36170', '22575', '22539', '35890', '21724', '38361', '22409', '21983', '38363', '21910', '39688', '38359', '22191', '22285', '22639', '22102', '22460', '20623', '22062', '21879', '22635', '22342', '22505', '22294', '22445', '21718', '20986', '20945']"
4131,"['20925', '21094', '20782', '20882', '22165', '21110', '22167', '20923', '22665', '22323', '22162', '22265', '22407', '21747', '22245', '22170', '21454', '35400', '21584', '21451', '35397', '22615', '20936', '35413']"
4132,"['20869', '21083', '21190', '38803', '20724', '33154', '24002', '24003', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887', '26750', '33759', '29809', '34041', '22896', '23371', '21249', '21088', '20844', '20842', '20875', '20916', '35773', '20755', '20898', '20896', '20624']"
4134,"['20944', '22242', '22239', '22346', '21721', '21996', '22504', '22341', '22634', '21878', '22061', '21711', '22459', '22101', '22638', '22284', '22190', '22188', '22507', '31346', '22015', '21964', '21679', '23365', '23101', '29529', '31543', '34190', '35497', '33611', '23853']"
4137,"['21218', '34787', '39375', '21225', '21015', '21179', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081', '21023', '20825', '20826', '21054', '21262', '20874', '21205', '20936', '21203', '20905', '20929', '20599', '21269', '21623', '21010', '21267', '35427', '20738', '21042']"
